#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
pbobblen;Puzzle Bobble / Bust-A-Move (Neo-Geo) (NGM-083);MAME (Mame4all);;1994;Taito;Puzzle;;;;;0;;;;;
pbobblen;Puzzle Bobble / Bust-A-Move (Neo-Geo) (NGM-083);MAME (Mame4all);;1994;Taito;Puzzle / Toss;;;;;0;;;;;
pbobblen;Puzzle Bobble / Bust-A-Move (Neo-Geo) (set 1);SNK Neo Geo AES;;1994;Taito;Puzzle;;;;;0;;;;;
pbobble;Puzzle Bobble (Japan, B-System);Arcade;;1994;Taito Corporation;Puzzle;;;;;0;;;;;
pbobble;Puzzle Bobble (Japan, B-System);Arcade;;1994;Taito Corporation;Puzzle / Toss;;;;;0;;;;;
pbobble;Puzzle Bobble (Japan, B-System);Final Burn Alpha;;1994;Taito Corporation;;;;;;0;;;;;
pbobble;Puzzle Bobble (Japan, B-System);Final Burn Alpha;;1994;Taito Corporation;Puzzle;;;;;0;;;;;
pbobble;Puzzle Bobble (Japan, B-System);MAME (Advance);;1994;Taito Corporation;Puzzle;;;;;0;;;;;
pbobble;Puzzle Bobble (Japan, B-System);MAME (Advance);;1994;Taito Corporation;Puzzle / Toss;;;;;0;;;;;
pbobble;Puzzle Bobble (Japan, B-System);MAME (Libretro);;1994;Taito Corporation;Puzzle;;;;;0;;;;;
pbobble;Puzzle Bobble (Japan, B-System);MAME (Libretro);;1994;Taito Corporation;Puzzle / Toss;;;;;0;;;;;
pbobble;Puzzle Bobble (Japan, B-System);MAME (Mame4all);;1994;Taito Corporation;Puzzle;;;;;0;;;;;
pbobble;Puzzle Bobble (Japan, B-System);MAME (Mame4all);;1994;Taito Corporation;Puzzle / Toss;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);Arcade;;1990;Nintendo;Puzzle;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);Arcade;;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);Arcade;;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);Final Burn Alpha;;1990;Nintendo;Puzzle;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);MAME (Advance);;1990;Nintendo;Puzzle;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);MAME (Advance);;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);MAME (Advance);;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);MAME (Libretro);;1990;Nintendo;Puzzle;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);MAME (Libretro);;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);MAME (Libretro);;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);MAME (Mame4all);;1990;Nintendo;Puzzle;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);MAME (Mame4all);;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_drmro;Dr. Mario (PlayChoice-10);MAME (Mame4all);;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pclubysa;Puzzle Club (Yun Sung, set 2);Arcade;pclubys;2000;Yun Sung;Multiplay / Compilation * Mature *;;;;;0;;;;;
pclubysa;Puzzle Club (Yun Sung, set 2);Final Burn Alpha;pclubys;2000;Yun Sung;;;;;;0;;;;;
pclubysa;Puzzle Club (Yun Sung, set 2);Final Burn Alpha;pclubys;2000;Yun Sung;Multiplay / Compilation * Mature *;;;;;0;;;;;
pclubysa;Puzzle Club (Yun Sung, set 2);MAME (Advance);pclubys;2000;Yun Sung;Multiplay / Compilation * Mature *;;;;;0;;;;;
pclubysa;Puzzle Club (Yun Sung, set 2);MAME (Libretro);pclubys;2000;Yun Sung;Multiplay / Compilation * Mature *;;;;;0;;;;;
pclubysa;Puzzle Club (Yun Sung, set 2);MAME (Mame4all);pclubys;2000;Yun Sung;Multiplay / Compilation * Mature *;;;;;0;;;;;
pclubys;Puzzle Club (Yun Sung, set 1);Arcade;;2000;Yun Sung;Multiplay / Compilation * Mature *;;;;;0;;;;;
pclubys;Puzzle Club (Yun Sung, set 1);Final Burn Alpha;;2000;Yun Sung;;;;;;0;;;;;
pclubys;Puzzle Club (Yun Sung, set 1);Final Burn Alpha;;2000;Yun Sung;Multiplay / Compilation * Mature *;;;;;0;;;;;
pclubys;Puzzle Club (Yun Sung, set 1);MAME (Advance);;2000;Yun Sung;Multiplay / Compilation * Mature *;;;;;0;;;;;
pclubys;Puzzle Club (Yun Sung, set 1);MAME (Libretro);;2000;Yun Sung;Multiplay / Compilation * Mature *;;;;;0;;;;;
pclubys;Puzzle Club (Yun Sung, set 1);MAME (Mame4all);;2000;Yun Sung;Multiplay / Compilation * Mature *;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);Arcade;pc_drmro;1990;Nintendo;Puzzle;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);Arcade;pc_drmro;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);Arcade;pc_drmro;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);Final Burn Alpha;pc_drmro;1990;Nintendo;Puzzle;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);MAME (Advance);pc_drmro;1990;Nintendo;Puzzle;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);MAME (Advance);pc_drmro;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);MAME (Advance);pc_drmro;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);MAME (Libretro);pc_drmro;1990;Nintendo;Puzzle;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);MAME (Libretro);pc_drmro;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);MAME (Libretro);pc_drmro;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);MAME (Mame4all);pc_drmro;1990;Nintendo;Puzzle;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);MAME (Mame4all);pc_drmro;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);MAME (Mame4all);pc_drmro;1990;Nintendo;Puzzle / Drop;;;;;0;;;;;
Peanuts Picture Puzzlers (Europe);Peanuts Picture Puzzlers (Europe);Commodore 64;;1984;Random House, Inc.;Puzzle;;;;;0;;;;;
Peepar Time (Japan);Peepar Time (Japan);Nintendo Famicom;;1990;Sanritsu Denki;Puzzle;;;;;0;;;;;
Peep Show (Europe);Peep Show (Europe);Sinclair ZX Spectrum;;1984;R'n'H Microtec;Puzzle;;;;;0;;;;;
Peetan (Japan);Peetan (Japan);Nintendo Game Boy;;1991;Inter State;Puzzle;;;;;0;;;;;
penfana;Penfan Girls - Step1. Mild Mind (set 2);Arcade;penfan;1999;Eolith;Puzzle / Sliding * Mature *;;;;;0;;;;;
penfana;Penfan Girls - Step1. Mild Mind (set 2);Final Burn Alpha;penfan;1999;Eolith;Puzzle / Sliding * Mature *;;;;;0;;;;;
penfana;Penfan Girls - Step1. Mild Mind (set 2);MAME (Advance);penfan;1999;Eolith;Puzzle / Sliding * Mature *;;;;;0;;;;;
penfana;Penfan Girls - Step1. Mild Mind (set 2);MAME (Libretro);penfan;1999;Eolith;Puzzle / Sliding * Mature *;;;;;0;;;;;
penfana;Penfan Girls - Step1. Mild Mind (set 2);MAME (Mame4all);penfan;1999;Eolith;Puzzle / Sliding * Mature *;;;;;0;;;;;
penfan;Penfan Girls - Step1. Mild Mind (set 1);Arcade;;1999;Eolith;Puzzle / Sliding * Mature *;;;;;0;;;;;
penfan;Penfan Girls - Step1. Mild Mind (set 1);Final Burn Alpha;;1999;Eolith;Puzzle / Sliding * Mature *;;;;;0;;;;;
penfan;Penfan Girls - Step1. Mild Mind (set 1);MAME (Advance);;1999;Eolith;Puzzle / Sliding * Mature *;;;;;0;;;;;
penfan;Penfan Girls - Step1. Mild Mind (set 1);MAME (Libretro);;1999;Eolith;Puzzle / Sliding * Mature *;;;;;0;;;;;
penfan;Penfan Girls - Step1. Mild Mind (set 1);MAME (Mame4all);;1999;Eolith;Puzzle / Sliding * Mature *;;;;;0;;;;;
Penguin (Europe);Penguin (Europe);Atari ST;;1989;B.Ware Software;Puzzle;;;;;0;;;;;
Penguin Land (Japan);Penguin Land (Japan);Nintendo Game Boy;;1990;Atelier Double;Puzzle;;;;;0;;;;;
Penguin Land (USA, Europe);Penguin Land (USA, Europe);Sega Master System;;1988;Sega;Puzzle;;;;;0;;;;;
Penguin & Seal, The (Asia, Australia) (Unl);Penguin & Seal, The (Asia, Australia) (Unl);Nintendo Entertainment System;;1989;Sachen;Puzzle;;;;;0;;;;;
Penta (Europe) (Unl);Penta (Europe) (Unl);Atari ST;;2005;Paradize;Puzzle;;;;;0;;;;;
Pepenga Pengo (Japan);Pepenga Pengo (Japan);Sega Genesis;;1995;Sega;Puzzle;;;;;0;;;;;
perestrof;Perestroika Girls (Fuuki license);Arcade;perestro;1993;Promat (Fuuki license);Puzzle / Outline * Mature *;;;;;0;;;;;
perestrof;Perestroika Girls (Fuuki license);Final Burn Alpha;perestro;1993;Promat (Fuuki license);Puzzle / Outline * Mature *;;;;;0;;;;;
perestrof;Perestroika Girls (Fuuki license);MAME (Advance);perestro;1993;Promat (Fuuki license);Puzzle / Outline * Mature *;;;;;0;;;;;
perestrof;Perestroika Girls (Fuuki license);MAME (Libretro);perestro;1993;Promat (Fuuki license);Puzzle / Outline * Mature *;;;;;0;;;;;
perestrof;Perestroika Girls (Fuuki license);MAME (Mame4all);perestro;1993;Promat (Fuuki license);Puzzle / Outline * Mature *;;;;;0;;;;;
perestro;Perestroika Girls;Arcade;;1994;Promat;Puzzle / Outline * Mature *;;;;;0;;;;;
perestro;Perestroika Girls;Final Burn Alpha;;1994;Promat;Puzzle / Outline * Mature *;;;;;0;;;;;
perestro;Perestroika Girls;MAME (Advance);;1994;Promat;Puzzle / Outline * Mature *;;;;;0;;;;;
perestro;Perestroika Girls;MAME (Libretro);;1994;Promat;Puzzle / Outline * Mature *;;;;;0;;;;;
perestro;Perestroika Girls;MAME (Mame4all);;1994;Promat;Puzzle / Outline * Mature *;;;;;0;;;;;
Perplex (Europe);Perplex (Europe);Commodore 64;;1992;CP Verlag/Magic Disk 64;Puzzle;;;;;0;;;;;
Pertharion (Europe);Pertharion (Europe);Commodore 64;;1991;CP Verlag/Magic Disk 64;Puzzle;;;;;0;;;;;
Pescatore (Japan) (Proto) (Translated En);Pescatore (Japan) (Proto) (Translated En);Nintendo Famicom;;1991;Sunsoft;Puzzle;;;;;0;;;;;
Pet Alien - An Intergalactic Puzzlepalooza (USA) (En,Fr,Es);Pet Alien - An Intergalactic Puzzlepalooza;Nintendo DS;;;;;;;;;0;;;;;
Peter Frankl - Puzzle no Tou (Japan);Peter Frankl - Puzzle no Tou (Japan);Panasonic 3DO;;1995;TBS Multimedia;Puzzle;;;;;0;;;;;
Pferdefreunde Puzzle - Echter Puzzlespass fuer Unterwegs (Europe) (En,Fr,De,Es,It) [b];Pferdefreunde Puzzle - Echter Puzzlespass fuer Unterwegs;Nintendo DS;;;;;;;;;0;;;;;
Phaedra (Sweden) (Unl);Phaedra (Sweden) (Unl);Commodore 64;;1990;Pretzel Logic;Puzzle;;;;;0;;;;;
Phase Out (Germany) (Unl);Phase Out (Germany) (Unl);Commodore 64;;2014;Laxity;Puzzle;;;;;0;;;;;
Phase Out (USA) (Unl);Phase Out (USA) (Unl);Commodore 64;;2013;INC-X Software;Puzzle;;;;;0;;;;;
Philippic (Europe);Philippic (Europe);Commodore 64;;1992;CP Verlag/Magic Disk 64;Puzzle;;;;;0;;;;;
photoy2k102;Photo Y2K (ver. 102, Japanese Board);Arcade;photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k102;Photo Y2K (ver. 102, Japanese Board);Arcade;photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k102;Photo Y2K (ver. 102, Japanese Board);Final Burn Alpha;photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k102;Photo Y2K (ver. 102, Japanese Board);MAME (Advance);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k102;Photo Y2K (ver. 102, Japanese Board);MAME (Advance);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k102;Photo Y2K (ver. 102, Japanese Board);MAME (Libretro);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k102;Photo Y2K (ver. 102, Japanese Board);MAME (Libretro);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k102;Photo Y2K (ver. 102, Japanese Board);MAME (Mame4all);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k102;Photo Y2K (ver. 102, Japanese Board);MAME (Mame4all);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k104;Photo Y2K (ver. 104);Arcade;photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k104;Photo Y2K (ver. 104);Arcade;photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k104;Photo Y2K (ver. 104);Final Burn Alpha;photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k104;Photo Y2K (ver. 104);MAME (Advance);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k104;Photo Y2K (ver. 104);MAME (Advance);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k104;Photo Y2K (ver. 104);MAME (Libretro);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k104;Photo Y2K (ver. 104);MAME (Libretro);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k104;Photo Y2K (ver. 104);MAME (Mame4all);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k104;Photo Y2K (ver. 104);MAME (Mame4all);photoy2k;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k;Photo Y2K (ver. 105);Arcade;;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k;Photo Y2K (ver. 105);Arcade;;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k;Photo Y2K (ver. 105);Final Burn Alpha;;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k;Photo Y2K (ver. 105);MAME (Advance);;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k;Photo Y2K (ver. 105);MAME (Advance);;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k;Photo Y2K (ver. 105);MAME (Libretro);;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k;Photo Y2K (ver. 105);MAME (Libretro);;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k;Photo Y2K (ver. 105);MAME (Mame4all);;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
photoy2k;Photo Y2K (ver. 105);MAME (Mame4all);;1999;IGS;Puzzle / Misc.;;;;;0;;;;;
phozon;Phozon (Japan);Arcade;;1983;Namco;Puzzle / Misc.;;;;;0;;;;;
phozon;Phozon (Japan);MAME (Advance);;1983;Namco;Puzzle / Misc.;;;;;0;;;;;
phozon;Phozon (Japan);MAME (Libretro);;1983;Namco;Puzzle / Misc.;;;;;0;;;;;
phozon;Phozon (Japan);MAME (Mame4all);;1983;Namco;Puzzle / Misc.;;;;;0;;;;;
phozons;Phozon (Sidam);Arcade;phozon;1983;Namco (Sidam license);Puzzle / Misc.;;;;;0;;;;;
phozons;Phozon (Sidam);MAME (Advance);phozon;1983;Namco (Sidam license);Puzzle / Misc.;;;;;0;;;;;
phozons;Phozon (Sidam);MAME (Libretro);phozon;1983;Namco (Sidam license);Puzzle / Misc.;;;;;0;;;;;
phozons;Phozon (Sidam);MAME (Mame4all);phozon;1983;Namco (Sidam license);Puzzle / Misc.;;;;;0;;;;;
phtetris;Tetris (Photon System);Arcade;;19??;"&lt;unknown&gt;";Puzzle / Drop;;;;;0;;;;;
phtetris;Tetris (Photon System);Final Burn Alpha;;19??;"&lt;unknown&gt;";Puzzle / Drop;;;;;0;;;;;
phtetris;Tetris (Photon System);MAME (Advance);;19??;"&lt;unknown&gt;";Puzzle / Drop;;;;;0;;;;;
phtetris;Tetris (Photon System);MAME (Libretro);;19??;"&lt;unknown&gt;";Puzzle / Drop;;;;;0;;;;;
phtetris;Tetris (Photon System);MAME (Mame4all);;19??;"&lt;unknown&gt;";Puzzle / Drop;;;;;0;;;;;
pickin;Pickin';Arcade;;1983;Valadon Automation;Puzzle / Maze;;;;;0;;;;;
pickin;Pickin';Final Burn Alpha;;1983;Valadon Automation;Puzzle / Maze;;;;;0;;;;;
pickin;Pickin';MAME (Advance);;1983;Valadon Automation;Puzzle / Maze;;;;;0;;;;;
pickin;Pickin';MAME (Libretro);;1983;Valadon Automation;Puzzle / Maze;;;;;0;;;;;
pickin;Pickin';MAME (Mame4all);;1983;Valadon Automation;Puzzle / Maze;;;;;0;;;;;
Pick 'n' Pile (Europe);Pick 'n' Pile (Europe);Amstrad CPC;;1990;UBI Soft;Puzzle;;;;;0;;;;;
Pick 'n' Pile (Europe);Pick 'n' Pile (Europe);Atari 2600;;1990;Salu - Ubi Soft;Puzzle;;;;;0;;;;;
Pick 'n' Pile (Europe);Pick 'n' Pile (Europe);Sinclair ZX Spectrum;;1990;Ubi Soft;Puzzle;;;;;0;;;;;
Pick'n'Pile (France);Pick'n'Pile (France);Commodore 64;;1991;Ubi Soft;Puzzle;;;;;0;;;;;
Pick'n Pile (USA);Pick'n Pile (USA);Atari ST;;1990;UBI Soft;Puzzle;;;;;0;;;;;
Pick Out 2 (Slovakia);Pick Out 2 (Slovakia);Sinclair ZX Spectrum;;1992;Ultrasoft;Puzzle;;;;;0;;;;;
Picross 2 (Japan) (Translated En);Picross 2 (Japan) (Translated En);Nintendo Game Boy;;1996;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 1 (Japan);Picross NP Vol. 1 (Japan);Nintendo Super Famicom;;1999;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 2 (Japan);Picross NP Vol. 2 (Japan);Nintendo Super Famicom;;1999;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 3 (Japan);Picross NP Vol. 3 (Japan);Nintendo Super Famicom;;1999;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 4 (Japan);Picross NP Vol. 4 (Japan);Nintendo Super Famicom;;1999;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 5 (Japan);Picross NP Vol. 5 (Japan);Nintendo Super Famicom;;1999;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 6 (Japan);Picross NP Vol. 6 (Japan);Nintendo Super Famicom;;2000;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 7 (Japan);Picross NP Vol. 7 (Japan);Nintendo Super Famicom;;2000;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 8 (Japan);Picross NP Vol. 8 (Japan);Nintendo Super Famicom;;2000;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picture Puzzle Collection (Europe) (En,Fr,De,Es,It,Nl);Picture Puzzle Collection;Nintendo DS;;;;;;;;;0;;;;;
Picture Puzzle (Japan) (Alt 1);Picture Puzzle (Japan) (Alt 1);Microsoft MSX;;;;;;;;;0;;;;;
Picture Puzzle (Japan);Picture Puzzle (Japan);Microsoft MSX;;;;;;;;;0;;;;;
Picture Puzzle (USA, Europe);Picture Puzzle (USA, Europe);SNK Neo Geo Pocket Color;;2000;SNK;Puzzle;;;;;0;;;;;
Pieces (Europe) (Unl);Pieces (Europe) (Unl);Commodore 64;;1996;Paranormal Activities;Puzzle;;;;;0;;;;;
Pieces (USA);Pieces (USA);Super Nintendo Entertainment System;;1994;Atlus;Puzzle;;;;;0;;;;;
Pignools, Les (France) (Unl);Pignools, Les (France) (Unl);Amstrad CPC;;1992;Phoenix;Puzzle;;;;;0;;;;;
Pikiinya! (Japan);Pikiinya! (Japan);Nintendo Super Famicom;;1997;Crea-Tech;Puzzle;;;;;0;;;;;
Pile Up (Magna Media) (Europe) (Unl);Pile Up (Magna Media) (Europe) (Unl);Commodore 64;;1996;Magna Media;Puzzle;;;;;0;;;;;
Pill-Box (Europe) (Unl);Pill-Box (Europe) (Unl);Commodore 64;;1994;Magna Media/64'er;Puzzle;;;;;0;;;;;
Pipe Dream (Japan);Pipe Dream (Japan);Nintendo Super Famicom;;1992;TOSE;Puzzle;;;;;0;;;;;
Pipe Dreams 3D (USA);Pipe Dreams 3D (USA);Sony PlayStation;;2001;Empire Interactive;Puzzle;;;;;0;;;;;
Pipe Dreams 3D (USA);Pipe Dreams 3D (USA);Sony PSP;;2001;Empire Interactive;Puzzle;;;;;0;;;;;
Pipe Dream (USA);Pipe Dream (USA);Atari ST;;1989;LucasFilm Games;Puzzle;;;;;0;;;;;
Pipe Dream (USA);Pipe Dream (USA);Commodore 64;;1989;Lucasfilm Games;Puzzle;;;;;0;;;;;
Pipe Dream (USA);Pipe Dream (USA);Nintendo Entertainment System;;1990;Bulletproof Software;Puzzle;;;;;0;;;;;
Pipe Dream (USA);Pipe Dream (USA);Nintendo Game Boy;;1990;Bullet-Proof Software;Puzzle;;;;;0;;;;;
pipedrmj;Pipe Dream (Japan);Arcade;pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmj;Pipe Dream (Japan);Final Burn Alpha;pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmj;Pipe Dream (Japan);MAME (Advance);pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmj;Pipe Dream (Japan);MAME (Libretro);pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmj;Pipe Dream (Japan);MAME (Mame4all);pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrm;Pipe Dream (World);Arcade;;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrm;Pipe Dream (World);Final Burn Alpha;;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrm;Pipe Dream (World);MAME (Advance);;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrm;Pipe Dream (World);MAME (Libretro);;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrm;Pipe Dream (World);MAME (Mame4all);;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmt;Pipe Dream (Taiwan);Arcade;pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmt;Pipe Dream (Taiwan);Final Burn Alpha;pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmt;Pipe Dream (Taiwan);MAME (Advance);pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmt;Pipe Dream (Taiwan);MAME (Libretro);pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmt;Pipe Dream (Taiwan);MAME (Mame4all);pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmu;Pipe Dream (US);Arcade;pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmu;Pipe Dream (US);Final Burn Alpha;pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmu;Pipe Dream (US);MAME (Advance);pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmu;Pipe Dream (US);MAME (Libretro);pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
pipedrmu;Pipe Dream (US);MAME (Mame4all);pipedrm;1990;Video System Co.;Puzzle / Sliding;;;;;0;;;;;
Pipe (Europe);Pipe (Europe);Commodore 64;;1993;CP Verlag/Magic Disk 64;Puzzle;;;;;0;;;;;
pipeline;Pipeline;Arcade;;1990;Daehyun Electronics;Puzzle / Sliding;;;;;0;;;;;
pipeline;Pipeline;Final Burn Alpha;;1990;Daehyun Electronics;Puzzle / Sliding;;;;;0;;;;;
pipeline;Pipeline;MAME (Advance);;1990;Daehyun Electronics;Puzzle / Sliding;;;;;0;;;;;
pipeline;Pipeline;MAME (Libretro);;1990;Daehyun Electronics;Puzzle / Sliding;;;;;0;;;;;
pipeline;Pipeline;MAME (Mame4all);;1990;Daehyun Electronics;Puzzle / Sliding;;;;;0;;;;;
Pipe Madness (USA);Pipe Madness;Sony PSP Minis;;2011;Ayeware AB;Puzzle;;;;;0;;;;;
Pipe Mania (Europe);Pipe Mania (Europe);Amstrad CPC;;1990;Empire Software;Puzzle;;;;;0;;;;;
Pipes (USA);Pipes (USA);Commodore 64;;1983;Creative Software;Puzzle;;;;;0;;;;;
Pipetris (Europe);Pipetris (Europe);Atari ST;;1994;Serious Software;Puzzle;;;;;0;;;;;
Pi.R Squared (Europe);Pi.R Squared (Europe);Commodore 64;;1987;Argus Press Software (APS);Puzzle;;;;;0;;;;;
Piyotama (Europe);Piyotama;Sony PSP Minis;;2010;Sony;Puzzle;;;;;0;;;;;
Pizza (USA);Pizza (USA);Commodore 64;;1981;CUE, Inc.;Puzzle;;;;;0;;;;;
Planet Puzzle League (USA);Planet Puzzle League;Nintendo DS;;;;;;;;;0;;;;;
Planet Ring (Europe);Planet Ring (Europe);Sega Dreamcast;;2000;Sega;Puzzle;;;;;0;;;;;
Platonix (Germany);Platonix (Germany);Atari ST;;1995;Digital Vision;Puzzle;;;;;0;;;;;
plottinga;Plotting (World set 2, protected);Arcade;plotting;1989;Taito Corporation Japan;Puzzle;;;;;0;;;;;
plottinga;Plotting (World set 2, protected);Arcade;plotting;1989;Taito Corporation Japan;Puzzle / Toss;;;;;0;;;;;
plottinga;Plotting (World set 2, protected);Final Burn Alpha;plotting;1989;Taito Corporation Japan;Puzzle;;;;;0;;;;;
plottinga;Plotting (World set 2, protected);MAME (Advance);plotting;1989;Taito Corporation Japan;Puzzle;;;;;0;;;;;
plottinga;Plotting (World set 2, protected);MAME (Advance);plotting;1989;Taito Corporation Japan;Puzzle / Toss;;;;;0;;;;;
plottinga;Plotting (World set 2, protected);MAME (Libretro);plotting;1989;Taito Corporation Japan;Puzzle;;;;;0;;;;;
plottinga;Plotting (World set 2, protected);MAME (Libretro);plotting;1989;Taito Corporation Japan;Puzzle / Toss;;;;;0;;;;;
plottinga;Plotting (World set 2, protected);MAME (Mame4all);plotting;1989;Taito Corporation Japan;Puzzle;;;;;0;;;;;
plottinga;Plotting (World set 2, protected);MAME (Mame4all);plotting;1989;Taito Corporation Japan;Puzzle / Toss;;;;;0;;;;;
